generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,left,right,kl_diversity,cosine_actions
0,-0.14124999999999996,0.6245758,0,0,2.0723248,4.580204,0.00049999985,0.75,0.0,20.723248,0.28698438
5,-0.8968749999999998,0.68733865,0,0,2.0723264,4.585268,0.00049999903,0.6666666666666666,0.16666666666666666,20.723265,0.9731016
10,-0.919318181818181,0.5762375,0,0,2.0723264,4.5323114,0.00049999816,0.6136363636363636,0.20454545454545456,20.723265,0.99700403
15,-0.9465999999999992,0.63674265,0,0,2.0723262,4.4656677,0.00049999735,0.66,0.28,20.72326,0.9993373
20,-0.9459999999999994,0.46323738,0,0,2.0723245,4.071931,0.00049999653,0.62,0.32,20.723244,0.9997315
25,-1.027099999999999,0.46228114,0,0,2.0722733,3.5136738,0.00049999566,0.66,0.4,20.722733,0.9999312
30,-1.067399999999999,0.017282939,0,0,2.0472996,2.79661,0.00049999484,0.7,0.46,20.472996,0.999902
35,-1.027299999999999,0.18556516,0,0,1.6264788,2.5427299,0.000499994,0.62,0.4,16.264788,0.99981415
40,-0.9461999999999992,0.2796098,0,0,1.7390156,2.9033272,0.00049999316,0.64,0.46,17.390156,0.9991079
45,-0.9454999999999992,0.16493781,0,0,1.1035451,1.7705743,0.00049999234,0.7,0.5,11.035451,0.9992908
50,-0.9053999999999992,0.15947248,0,0,0.92567015,1.4513865,0.0004999915,0.76,0.44,9.256701,0.9972694
55,-0.8634999999999994,0.38235196,0,0,0.7919535,1.6592366,0.00049999065,0.7,0.44,7.9195347,0.9722042
60,-0.8635999999999995,0.3639788,0,0,0.89081687,2.5457795,0.00049998984,0.64,0.24,8.908169,0.9679448
65,-0.9454999999999992,0.526218,0,0,0.8022296,2.5206234,0.000499989,0.64,0.2,8.022296,0.9883668
70,-0.9049999999999995,0.43981856,0,0,0.9787877,1.5809457,0.00049998815,0.6,0.26,9.787877,0.97249484
75,-0.9872999999999993,0.2605773,0,0,0.95936805,1.6720607,0.00049998733,0.58,0.3,9.59368,0.97417694
80,-1.028599999999999,0.32720742,0,0,0.7194278,1.4108031,0.0004999865,0.54,0.28,7.1942782,0.94389015
85,-0.8646999999999995,0.18921836,0,0,0.54029477,1.8260922,0.00049998565,0.56,0.26,5.4029474,0.8906263
90,-0.9021999999999992,0.3694537,0,0,0.7849216,2.0457406,0.00049998483,0.62,0.36,7.849216,0.9634186
95,-0.8218999999999994,0.124787286,0,0,0.97947425,1.9102777,0.000499984,0.48,0.3,9.794743,0.94861186
100,-0.9029999999999994,0.17049848,0,0,0.5157134,1.54304,0.00049998314,0.6,0.34,5.1571336,0.8903158
105,-0.9866999999999994,0.28438765,0,0,0.34220347,1.3083277,0.0004999823,0.58,0.3,3.4220347,0.9042667
110,-1.026599999999999,0.14318231,0,0,0.8369427,1.8043115,0.0004999815,0.62,0.34,8.369427,0.9452493
