generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,left,right,kl_diversity,cosine_actions
0,-0.21000000000000002,0.8095676,0.26641235,-0.13734381,0.0,2.4452918,2.4999968e-06,1.0,0.0,0.0,0.0
5,-0.34333333333333327,0.15231834,0.040491827,-0.13484979,0.0,1.0436625,2.499981e-06,0.3333333333333333,0.3333333333333333,0.0,0.0
10,-0.3372727272727272,0.24492565,0.0045038965,-0.13790822,0.0,1.0013742,2.4999656e-06,0.18181818181818182,0.18181818181818182,0.0,0.0
15,-0.39749999999999996,0.2193245,0.09511094,-0.13843249,0.0,1.2297784,2.49995e-06,0.125,0.125,0.0,0.0
20,-0.48142857142857143,0.074831575,0.0075803366,-0.13825749,0.0,0.85415995,2.4999342e-06,0.09523809523809523,0.09523809523809523,0.0,0.0
25,-0.5292307692307692,0.24346063,0.051588826,-0.13754895,0.0,1.4188671,2.4999185e-06,0.07692307692307693,0.07692307692307693,0.0,0.0
30,-0.4777419354838709,0.3275742,0.10639778,-0.13827513,0.0,1.6432966,2.4999028e-06,0.06451612903225806,0.06451612903225806,0.0,0.0
35,-0.44027777777777777,-0.7242782,0.27489308,-0.1383007,0.0,-2.0123184,2.4998874e-06,0.05555555555555555,0.1111111111111111,0.0,0.0
40,-0.41707317073170724,0.23010159,0.008884551,-0.13736077,0.0,0.9691166,2.4998717e-06,0.04878048780487805,0.0975609756097561,0.0,0.0
45,-0.42934782608695654,0.1434702,0.0033956305,-0.13817225,0.0,0.97784317,2.499856e-06,0.06521739130434782,0.08695652173913043,0.0,0.0
50,-0.42579999999999996,0.095684916,0.003960214,-0.13779913,0.0,0.7511061,2.4998403e-06,0.04,0.08,0.0,0.0
55,-0.4238,-0.1426766,0.5438679,-0.13594721,0.0,1.9456477,2.4998246e-06,0.04,0.04,0.0,0.0
60,-0.4138,0.09400316,0.025100013,-0.13762288,0.0,1.202541,2.499809e-06,0.04,0.06,0.0,0.0
65,-0.3918000000000001,0.18171954,0.04933218,-0.1383814,0.0,0.94616354,2.4997935e-06,0.06,0.08,0.0,0.0
70,-0.37979999999999997,0.09429097,0.0063074823,-0.13719676,0.0,0.7076903,2.4997778e-06,0.06,0.08,0.0,0.0
75,-0.33580000000000004,0.044973813,0.012220792,-0.13818477,0.0,0.76695406,2.499762e-06,0.08,0.08,0.0,0.0
80,-0.3698,0.15603374,0.001413209,-0.13541864,0.0,0.902181,2.4997464e-06,0.08,0.1,0.0,0.0
85,-0.3980000000000002,0.13383353,0.105401784,-0.13813703,0.0,1.25656,2.4997307e-06,0.08,0.06,0.0,0.0
90,-0.40800000000000014,0.20189995,0.0072996994,-0.13466121,0.0,0.8085706,2.4997153e-06,0.08,0.06,0.0,0.0
95,-0.38400000000000006,0.21141423,0.0046128617,-0.13758478,0.0,0.84006304,2.4996996e-06,0.06,0.06,0.0,0.0
100,-0.3680000000000001,0.26743734,0.042124562,-0.13842428,0.0,1.1074796,2.499684e-06,0.08,0.06,0.0,0.0
105,-0.39400000000000013,0.23963484,0.0046489136,-0.1375174,0.0,1.1070131,2.4996682e-06,0.06,0.06,0.0,0.0
110,-0.4080000000000002,0.17285073,0.016726678,-0.13807873,0.0,0.8809245,2.4996525e-06,0.06,0.06,0.0,0.0
115,-0.4220000000000001,0.39357197,0.031186987,-0.13820727,0.0,1.4118109,2.499637e-06,0.04,0.04,0.0,0.0
120,-0.382,0.14387229,0.015545944,-0.1380601,0.0,0.812534,2.4996214e-06,0.06,0.06,0.0,0.0
125,-0.374,0.19882768,0.014683543,-0.1370413,0.0,0.8289763,2.4996057e-06,0.04,0.06,0.0,0.0
130,-0.3460000000000001,0.17717433,0.019273715,-0.13795511,0.0,0.88158303,2.49959e-06,0.04,0.06,0.0,0.0
135,-0.318,0.14368658,0.014836697,-0.1377191,0.0,0.76829576,2.4995743e-06,0.04,0.08,0.0,0.0
140,-0.332,0.3051486,0.18592378,-0.13767873,0.0,1.9296985,2.4995586e-06,0.04,0.08,0.0,0.0
145,-0.36,0.2984852,0.0018878387,-0.13817494,0.0,0.84721935,2.4995431e-06,0.04,0.1,0.0,0.0
150,-0.34400000000000014,0.17743993,0.003238637,-0.13824359,0.0,0.7792187,2.4995275e-06,0.02,0.1,0.0,0.0
155,-0.3239999999999999,0.010293633,0.020913051,-0.1380816,0.0,0.8896858,2.4995118e-06,0.02,0.1,0.0,0.0
160,-0.31199999999999994,0.156945,0.04212416,-0.13779867,0.0,1.4400293,2.499496e-06,0.02,0.08,0.0,0.0
165,-0.30999999999999994,0.22693239,0.038218357,-0.1381224,0.0,1.0083605,2.4994804e-06,0.02,0.1,0.0,0.0
170,-0.376,0.2667712,0.02251079,-0.13725828,0.0,1.2293605,2.499465e-06,0.0,0.08,0.0,0.0
175,-0.37000000000000016,0.23594311,0.06381445,-0.13475703,0.0,1.0558684,2.4994492e-06,0.0,0.1,0.0,0.0
180,-0.3820000000000002,0.16293354,0.0044769836,-0.13679703,0.0,0.87442243,2.4994335e-06,0.0,0.08,0.0,0.0
185,-0.39400000000000013,0.044386655,0.0018674503,-0.13776247,0.0,0.8189142,2.4994179e-06,0.0,0.06,0.0,0.0
190,-0.37199999999999994,0.30675054,0.005387432,-0.1380061,0.0,1.1265461,2.4994022e-06,0.0,0.08,0.0,0.0
195,-0.35600000000000015,0.12338808,0.11675675,-0.13803038,0.0,1.4385389,2.4993867e-06,0.0,0.06,0.0,0.0
200,-0.3820000000000001,0.078988984,0.014276302,-0.13780113,0.0,0.7528596,2.499371e-06,0.02,0.06,0.0,0.0
205,-0.37200000000000016,0.24133223,0.05956517,-0.13801596,0.0,1.285315,2.4993556e-06,0.04,0.06,0.0,0.0
210,-0.4000000000000001,0.23494434,0.022834845,-0.13837714,0.0,0.89553285,2.4993399e-06,0.04,0.06,0.0,0.0
215,-0.3819999999999999,0.28253856,0.0013531218,-0.13815983,0.0,1.0840288,2.4993242e-06,0.04,0.08,0.0,0.0
220,-0.34800000000000003,0.12963073,0.020532068,-0.13691388,0.0,1.0096352,2.4993085e-06,0.04,0.1,0.0,0.0
225,-0.3819999999999999,0.12655993,0.005856745,-0.13827716,0.0,0.7723845,2.4992928e-06,0.04,0.1,0.0,0.0
230,-0.384,0.29296535,0.009290305,-0.13764559,0.0,1.0157592,2.4992773e-06,0.04,0.12,0.0,0.0
235,-0.39399999999999996,0.2544567,0.1335129,-0.13831608,0.0,1.673776,2.4992617e-06,0.04,0.14,0.0,0.0
240,-0.43400000000000005,0.09301713,0.011291243,-0.13821392,0.0,1.100193,2.499246e-06,0.08,0.14,0.0,0.0
245,-0.4480000000000001,0.23554948,0.0029087185,-0.1379488,0.0,1.0644414,2.4992303e-06,0.08,0.16,0.0,0.0
250,-0.4078000000000002,-0.6896796,0.54517436,-0.13783926,0.0,-0.7319487,2.4992146e-06,0.1,0.18,0.0,0.0
255,-0.3938000000000003,0.14337002,0.080271944,-0.13829243,0.0,1.108107,2.499199e-06,0.08,0.18,0.0,0.0
