generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,right_up,right_down,kl_diversity,cosine_actions
190,-0.9866999999999991,1.3521659,0,0,0.68654895,2.038715,0.0004999681,0.68,0.26,6.9002414,0.68654895
195,-0.9042999999999992,1.2768527,0,0,0.34959978,1.6264524,0.0004999673,0.72,0.3,5.3361397,0.34959978
200,-0.9042999999999992,1.3693151,0,0,0.89138865,2.2607038,0.00049996644,0.68,0.32,6.611668,0.89138865
205,-0.8634999999999994,1.1854117,0,0,0.27593014,1.4613419,0.0004999656,0.64,0.3,4.5276484,0.27593014
210,-0.9046999999999993,1.3145306,0,0,0.1326169,1.4471475,0.0004999648,0.66,0.32,4.8835998,0.1326169
215,-0.8212999999999994,1.1723427,0,0,0.9982673,2.17061,0.00049996393,0.64,0.4,10.700599,0.9982673
220,-0.8210999999999993,1.3825316,0,0,0.027736247,1.4102678,0.0004999631,0.64,0.36,4.2518754,0.027736247
225,-0.7793999999999993,1.2440705,0,0,0.04278989,1.2868605,0.0004999623,0.68,0.32,5.272879,0.04278989
230,-0.7385999999999996,1.4600077,0,0,0.018634036,1.4786417,0.00049996143,0.68,0.36,4.285216,0.018634036
235,-0.7385999999999996,1.3093908,0,0,0.74176425,2.051155,0.0004999606,0.72,0.36,5.4129534,0.74176425
240,-0.9440999999999993,1.3236182,0,0,0.4866709,1.8102891,0.0004999598,0.74,0.28,6.827835,0.4866709
245,-1.026699999999999,1.3482872,0,0,0.05500382,1.403291,0.00049995893,0.7,0.3,4.902622,0.05500382
250,-1.0683999999999991,1.3618635,0,0,0.16569562,1.5275592,0.0004999581,0.68,0.34,5.967822,0.16569562
255,-1.149999999999999,1.3204012,0,0,0.99585044,2.3162518,0.0004999573,0.68,0.26,8.706081,0.99585044
260,-1.149999999999999,1.3953416,0,0,0.9675181,2.3628597,0.0004999564,0.64,0.2,7.4287443,0.9675181
265,-1.108899999999999,1.4591961,0,0,0.6270758,2.0862718,0.0004999556,0.56,0.18,5.379712,0.6270758
270,-1.067999999999999,1.4694076,0,0,0.96422803,2.4336357,0.0004999548,0.62,0.2,7.5784693,0.96422803
275,-1.0261999999999991,1.3141574,0,0,0.67629504,1.9904524,0.0004999539,0.66,0.22,6.5678983,0.67629504
280,-0.8645999999999994,1.3545117,0,0,0.9213364,2.2758482,0.0004999531,0.66,0.34,5.3470683,0.9213364
285,-0.8230999999999993,1.2788911,0,0,0.32267016,1.6015613,0.0004999523,0.68,0.42,4.2526655,0.32267016
290,-0.8233999999999994,1.3091536,0,0,0.15623538,1.4653889,0.0004999514,0.72,0.48,4.3559904,0.15623538
295,-0.8642999999999994,1.3245635,0,0,0.653284,1.9778476,0.0004999506,0.68,0.42,7.262567,0.653284
300,-0.7824999999999993,1.3313005,0,0,0.99891937,2.3302197,0.0004999498,0.62,0.44,11.934901,0.99891937
305,-0.9440999999999992,1.4293343,0,0,0.79732704,2.2266612,0.0004999489,0.68,0.38,5.792059,0.79732704
310,-0.9047999999999992,1.384784,0,0,0.07435496,1.459139,0.0004999481,0.58,0.34,6.4027953,0.07435496
315,-0.9455999999999993,1.26546,0,0,0.3887426,1.6542026,0.0004999473,0.56,0.32,6.3783674,0.3887426
320,-0.9051999999999993,1.3905345,0,0,0.5481681,1.9387026,0.0004999464,0.52,0.3,6.078627,0.5481681
325,-1.0287999999999993,1.0687695,0,0,0.95986044,2.0286298,0.0004999456,0.52,0.26,5.09408,0.95986044
