generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,right_up,right_down,kl_diversity,cosine_actions
680,-1.149999999999999,0.06636293,0,0,0.19999728,0.26636022,0.0004998864,0.44,0.04,5.962904,0.99998635
685,-1.109499999999999,0.07348771,0,0,0.19999817,0.27348587,0.00049988553,0.32,0.0,5.57495,0.9999908
690,-1.109499999999999,0.1122543,0,0,0.19999556,0.31224987,0.0004998847,0.32,0.0,6.154839,0.9999778
695,-1.109499999999999,0.10801896,0,0,0.19999792,0.30801687,0.0004998839,0.34,0.0,5.097127,0.99998957
700,-1.109499999999999,0.18662514,0,0,0.1999983,0.38662344,0.000499883,0.36,0.0,6.7732563,0.99999154
705,-1.026599999999999,0.18912043,0,0,0.19999634,0.38911676,0.0004998822,0.46,0.12,6.507276,0.99998164
710,-1.067099999999999,0.10735364,0,0,0.19999991,0.30735356,0.0004998814,0.6,0.22,8.486555,0.9999995
715,-1.067099999999999,0.36577022,0,0,0.1999996,0.5657698,0.0004998805,0.52,0.24,6.135179,0.999998
720,-1.067099999999999,0.052074075,0,0,0.19999902,0.2520731,0.0004998797,0.44,0.24,6.4760833,0.9999951
725,-1.0670999999999993,0.25652355,0,0,0.19999771,0.45652127,0.0004998789,0.44,0.24,6.0615726,0.9999885
730,-1.149999999999999,0.065944254,0,0,0.19999966,0.2659439,0.000499878,0.38,0.12,7.88099,0.9999983
735,-1.149999999999999,0.059014224,0,0,0.1999984,0.2590126,0.0004998772,0.3,0.04,6.854927,0.99999195
740,-0.9410999999999993,0.1452831,0,0,0.19999723,0.34528035,0.0004998764,0.38,0.1,6.61034,0.9999861
745,-0.9410999999999993,0.23177207,0,0,0.1999996,0.43177167,0.0004998755,0.38,0.1,9.176209,0.999998
750,-0.9410999999999993,0.106205605,0,0,0.19999683,0.30620244,0.0004998747,0.3,0.1,5.753835,0.99998415
755,-0.9410999999999993,0.21965872,0,0,0.1999938,0.41965252,0.0004998739,0.2,0.1,5.5772114,0.999969
760,-0.9410999999999993,0.16461667,0,0,0.19999985,0.3646165,0.000499873,0.24,0.16,9.86016,0.9999993
765,-1.1090999999999989,0.89108944,0,0,0.19999614,1.0910856,0.0004998722,0.34,0.18,4.949657,0.9999807
770,-1.1090999999999989,0.21521194,0,0,0.19999968,0.41521162,0.0004998714,0.54,0.3,7.2549496,0.99999833
775,-1.109099999999999,0.17947459,0,0,0.19999026,0.37946486,0.0004998705,0.66,0.3,6.1681643,0.99995124
780,-1.109099999999999,0.11517642,0,0,0.19997743,0.31515384,0.0004998697,0.66,0.3,3.9356966,0.9998871
785,-1.109099999999999,0.15319452,0,0,0.19998546,0.35318,0.0004998689,0.52,0.22,4.6034617,0.9999273
790,-1.149999999999999,0.0889024,0,0,0.19997746,0.28887987,0.000499868,0.36,0.12,5.021072,0.9998873
795,-1.1084999999999992,0.12844266,0,0,0.19999921,0.32844186,0.0004998672,0.36,0.12,6.5160136,0.99999607
800,-1.1084999999999992,0.17236558,0,0,0.19999897,0.37236455,0.0004998664,0.36,0.18,6.927574,0.9999949
805,-1.1084999999999992,0.030394906,0,0,0.19999994,0.23039486,0.0004998655,0.4,0.18,7.3861246,0.9999997
810,-1.1084999999999992,0.049816497,0,0,0.19998264,0.24979913,0.0004998647,0.52,0.22,5.413914,0.9999132
815,-1.1084999999999992,0.027240818,0,0,0.19999765,0.22723846,0.0004998639,0.62,0.26,6.8952866,0.9999882
820,-1.149999999999999,0.2288825,0,0,0.19999802,0.4288805,0.000499863,0.54,0.18,6.601443,0.9999901
825,-1.149999999999999,0.02677096,0,0,0.19999734,0.2267683,0.0004998622,0.58,0.14,5.816899,0.99998665
830,-1.1090999999999989,0.12844843,0,0,0.19999135,0.32843977,0.0004998614,0.7,0.2,4.74587,0.9999567
835,-1.068499999999999,0.25019068,0,0,0.1999985,0.45018917,0.0004998605,0.78,0.3,5.8840866,0.9999925
840,-1.068499999999999,0.059795182,0,0,0.1999845,0.2597797,0.0004998597,0.84,0.34,6.0316787,0.9999225
845,-1.0269999999999992,0.5535865,0,0,0.19999777,0.75358427,0.00049985887,0.82,0.4,6.6050453,0.9999888
850,-1.0269999999999992,0.36613065,0,0,0.19999951,0.56613016,0.000499858,0.66,0.38,8.6651745,0.99999756
855,-1.067899999999999,0.19581705,0,0,0.19999842,0.3958155,0.0004998572,0.5,0.32,6.2898116,0.99999213
860,-1.1084999999999992,0.06775035,0,0,0.19999447,0.26774484,0.00049985637,0.3,0.18,4.9037743,0.99997234
865,-1.1084999999999992,0.23871116,0,0,0.19999655,0.4387077,0.0004998555,0.26,0.18,5.71359,0.9999827
870,-1.149999999999999,0.23825619,0,0,0.19999914,0.4382553,0.0004998547,0.36,0.14,6.0498405,0.9999957
875,-1.149999999999999,0.03520471,0,0,0.19999562,0.23520033,0.00049985386,0.4,0.18,5.0571785,0.9999781
880,-1.109699999999999,0.070860736,0,0,0.19999962,0.27086034,0.000499853,0.4,0.18,5.063623,0.9999981
885,-1.109699999999999,0.17153983,0,0,0.19999984,0.37153965,0.0004998522,0.4,0.18,5.7361617,0.99999917
890,-1.1096999999999992,0.09905654,0,0,0.19999914,0.2990557,0.00049985136,0.32,0.12,7.9185934,0.99999565
895,-1.1096999999999992,0.06585419,0,0,0.1999989,0.2658531,0.0004998505,0.32,0.06,5.6393347,0.9999945
900,-0.858099999999999,0.58469665,0,0,0.19999875,0.7846954,0.0004998497,0.36,0.14,6.7390623,0.99999374
905,-0.7749999999999991,0.5336716,0,0,0.19999233,0.7336639,0.00049984886,0.4,0.18,4.312982,0.9999616
910,-0.7326999999999994,0.37288588,0,0,0.19999976,0.57288563,0.000499848,0.54,0.26,6.577613,0.9999988
915,-0.7326999999999997,0.12591691,0,0,0.19999592,0.32591283,0.00049984717,0.64,0.24,6.9053392,0.9999796
920,-0.7326999999999997,0.6422048,0,0,0.19999972,0.8422046,0.00049984636,0.58,0.28,5.8246865,0.99999857
925,-0.9425999999999993,0.67524064,0,0,0.19998883,0.8752295,0.0004998455,0.68,0.22,4.372166,0.9999441
930,-1.0659999999999992,0.34234846,0,0,0.19998853,0.542337,0.00049984467,0.64,0.18,5.106599,0.99994266
935,-1.108299999999999,0.27321902,0,0,0.19999908,0.47321808,0.00049984385,0.5,0.1,6.0057406,0.99999535
940,-1.0659999999999992,0.034041896,0,0,0.19999222,0.23403412,0.000499843,0.34,0.12,4.6224933,0.99996114
945,-0.939499999999999,0.185453,0,0,0.19999734,0.38545033,0.00049984216,0.32,0.14,5.0547915,0.99998665
950,-0.938899999999999,0.24847117,0,0,0.19999641,0.44846758,0.00049984135,0.32,0.2,5.520957,0.99998206
955,-0.9388999999999992,0.051094826,0,0,0.19999202,0.25108683,0.0004998405,0.52,0.26,6.6033745,0.99996006
960,-0.9388999999999994,0.1278263,0,0,0.19999889,0.3278252,0.00049983966,0.62,0.26,5.6130085,0.9999944
965,-0.9811999999999993,0.23155095,0,0,0.19999792,0.43154886,0.00049983885,0.62,0.24,4.7491546,0.99998957
970,-1.107699999999999,0.61050856,0,0,0.19999337,0.81050193,0.000499838,0.6,0.2,6.17335,0.99996686
975,-0.982599999999999,0.19354856,0,0,0.1999971,0.39354566,0.00049983716,0.62,0.22,6.5006733,0.99998546
980,-0.940299999999999,0.06924645,0,0,0.1999993,0.26924574,0.00049983634,0.44,0.18,6.079823,0.9999965
985,-0.9402999999999991,0.59068966,0,0,0.19999973,0.7906894,0.00049983547,0.34,0.18,5.585676,0.9999987
990,-0.9402999999999995,0.36087257,0,0,0.1999996,0.5608722,0.00049983466,0.34,0.18,6.396632,0.999998
995,-0.9402999999999992,0.08031328,0,0,0.19999762,0.2803109,0.00049983384,0.24,0.16,5.639636,0.9999881
1000,-1.065399999999999,0.2145122,0,0,0.1999997,0.41451192,0.00049983297,0.2,0.06,8.195286,0.9999985
1005,-1.107699999999999,0.45840886,0,0,0.19999968,0.6584085,0.00049983215,0.38,0.04,6.3571973,0.99999833
1010,-1.107699999999999,0.124415606,0,0,0.1999989,0.3244145,0.00049983134,0.56,0.1,6.4199796,0.9999945
1015,-1.0234999999999992,0.13255687,0,0,0.19999757,0.33255446,0.00049983046,0.72,0.14,5.454546,0.99998784
1020,-0.9390999999999993,0.037981544,0,0,0.1999998,0.23798133,0.00049982965,0.78,0.18,5.958655,0.9999989
1025,-0.9813999999999993,0.037251394,0,0,0.19999889,0.23725028,0.00049982884,0.62,0.14,8.005091,0.9999944
1030,-0.9398999999999994,0.6527581,0,0,0.19999745,0.85275555,0.00049982796,0.46,0.18,4.731573,0.99998724
1035,-0.8566999999999995,0.3266815,0,0,0.19999944,0.52668095,0.00049982715,0.32,0.14,7.300667,0.99999714
1040,-0.9408999999999992,0.103573464,0,0,0.19999221,0.30356568,0.00049982633,0.26,0.14,4.6624002,0.999961
1045,-1.0252999999999992,0.20332487,0,0,0.19999902,0.4033239,0.00049982546,0.26,0.12,6.2978044,0.9999951
1050,-1.0252999999999992,0.08340916,0,0,0.19999988,0.28340906,0.00049982464,0.26,0.12,5.6867676,0.9999994
1055,-1.0667999999999993,0.24424472,0,0,0.19999893,0.44424367,0.00049982383,0.22,0.08,5.1945047,0.99999464
1060,-1.149999999999999,0.04553678,0,0,0.19999917,0.24553594,0.00049982296,0.18,0.06,5.039686,0.9999958
1065,-1.065399999999999,0.4800846,0,0,0.19999899,0.6800836,0.00049982214,0.18,0.08,4.8437734,0.99999493
1070,-1.065399999999999,0.07827318,0,0,0.19999446,0.27826762,0.0004998213,0.32,0.1,5.4923563,0.9999723
1075,-1.065399999999999,0.12815827,0,0,0.19999288,0.32815117,0.00049982045,0.52,0.1,4.768001,0.99996436
1080,-0.896199999999999,0.06580208,0,0,0.19999592,0.265798,0.00049981964,0.7,0.2,4.0819993,0.9999796
1085,-0.6846999999999991,0.33569446,0,0,0.19999985,0.5356943,0.0004998188,0.78,0.3,4.5035844,0.9999993
1090,-0.7692999999999993,0.24733277,0,0,0.19999857,0.44733134,0.00049981795,0.66,0.24,6.0675163,0.99999285
1095,-0.7271999999999995,0.16176854,0,0,0.19999865,0.36176717,0.00049981714,0.5,0.26,7.1991982,0.9999932
1100,-0.7271999999999997,0.19548652,0,0,0.19999984,0.39548635,0.0004998163,0.5,0.34,7.016357,0.99999917
1105,-0.6850999999999994,0.52907497,0,0,0.19999772,0.7290727,0.00049981545,0.46,0.38,6.4145093,0.9999886
1110,-0.896599999999999,0.34396434,0,0,0.19999936,0.5439637,0.00049981463,0.38,0.28,5.94497,0.9999968
1115,-0.8965999999999993,0.14638236,0,0,0.19999987,0.34638223,0.0004998138,0.38,0.28,5.5953655,0.99999934
1120,-0.9386999999999993,0.19778861,0,0,0.19999747,0.39778608,0.000499813,0.34,0.22,6.138374,0.9999873
1125,-0.8963999999999993,0.25199553,0,0,0.19999807,0.45199358,0.00049981213,0.16,0.16,6.687669,0.99999034
1130,-0.8540999999999989,0.32916367,0,0,0.19999813,0.5291618,0.0004998113,0.18,0.16,6.1171403,0.9999906
1135,-0.5158999999999996,0.47159743,0,0,0.1999991,0.6715965,0.0004998105,0.36,0.34,6.5052824,0.99999547
1140,-0.3466999999999998,0.47245213,0,0,0.19999985,0.672452,0.0004998096,0.56,0.5,6.023482,0.9999993
1145,-0.2623000000000002,0.17303428,0,0,0.19999869,0.373033,0.0004998088,0.76,0.62,7.093939,0.99999344
