generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,left,right,kl_diversity,cosine_actions
0,-0.31000000000000005,0.14984529,0.16624624,-0.13807158,0.0,1.7216175,2.4999968e-05,0.0,0.0,0.0,0.0
5,-0.2933333333333334,0.22490036,0.07879045,-0.13809636,0.0,1.4596665,2.4999812e-05,0.0,0.0,0.0,0.0
10,-0.3645454545454546,0.06543673,0.0012963347,-0.13519476,0.0,0.6985921,2.4999656e-05,0.0,0.0,0.0,0.0
15,-0.165,-0.08186367,0.00537293,-0.1382437,0.0,0.67279315,2.49995e-05,0.0,0.125,0.0,0.0
20,-0.23761904761904762,0.15148136,0.04448542,-0.13807939,0.0,0.97370666,2.4999343e-05,0.0,0.09523809523809523,0.0,0.0
25,-0.2707692307692308,0.23803425,0.07281342,-0.13812235,0.0,1.5772939,2.4999186e-05,0.0,0.07692307692307693,0.0,0.0
30,-0.26419354838709674,0.17257515,0.00035107404,-0.137548,0.0,0.7594416,2.499903e-05,0.0,0.06451612903225806,0.0,0.0
35,-0.29833333333333334,0.13709424,0.013256386,-0.13600089,0.0,0.9428039,2.4998873e-05,0.0,0.08333333333333333,0.0,0.0
40,-0.2875609756097561,0.19505523,0.07386352,-0.13843578,0.0,1.157909,2.4998717e-05,0.024390243902439025,0.0975609756097561,0.0,0.0
45,-0.27043478260869563,0.140742,0.06012471,-0.13756165,0.0,0.9019839,2.499856e-05,0.043478260869565216,0.10869565217391304,0.0,0.0
50,-0.24939999999999998,0.14987732,0.0042617563,-0.13844015,0.0,0.73472553,2.4998404e-05,0.08,0.14,0.0,0.0
55,-0.2394,0.13873531,0.056636814,-0.13731436,0.0,1.1218312,2.4998248e-05,0.08,0.14,0.0,0.0
60,-0.2314,0.22038883,0.013974553,-0.13853763,0.0,1.0023977,2.4998091e-05,0.08,0.14,0.0,0.0
65,-0.26359999999999995,-0.7185928,0.47843915,-0.13825218,0.0,-0.81245327,2.4997935e-05,0.08,0.12,0.0,0.0
70,-0.24960000000000007,0.26985693,0.0017193784,-0.13691059,0.0,0.8128449,2.4997778e-05,0.1,0.14,0.0,0.0
75,-0.2796,0.23611875,0.0027404304,-0.13814001,0.0,1.1729193,2.4997622e-05,0.1,0.14,0.0,0.0
